target_z,target_speed,cloud_width,cloud_depth,cloud_area,cloud_ratio,cloud_std_x,cloud_std_y,cloud_count,cloud_density,label
-0.21834589540958405,0.0,1.0907535552978516,0.3771657273173332,0.4113948580078812,2.8843268347862705,0.27338485361318965,0.11070580708529777,26,61.699851115681454,0
-0.23493079841136932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33658865094184875,0.0,0.22876256704330444,0.4734908640384674,0.10831698552899205,0.4821221742738517,0.07187366600256156,0.14245203329371922,12,101.42246226396256,0
0.33658865094184875,0.0,0.22876256704330444,0.4734908640384674,0.10831698552899205,0.4821221742738517,0.07187366600256156,0.14245203329371922,12,101.42246226396256,0
0.24018023908138275,0.0,0.3718522787094116,0.4410824179649353,0.1640175022189183,0.8411379046042629,0.11676451244930093,0.14840472347359498,14,80.4516776846254,0
0.24018023908138275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.24018023908138275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.24018023908138275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.24018023908138275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.24018023908138275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.06724806129932404,0.0,3.4364400506019592,0.47392119467258453,1.6286017742019974,7.235811096978049,0.7337795975424687,0.15343370953042934,26,15.867186530212356,0
-0.06724806129932404,0.0,3.4364400506019592,0.47392119467258453,1.6286017742019974,7.235811096978049,0.7337795975424687,0.15343370953042934,26,15.867186530212356,0
-0.06724806129932404,0.0,3.4364400506019592,0.47392119467258453,1.6286017742019974,7.235811096978049,0.7337795975424687,0.15343370953042934,26,15.867186530212356,0
0.10603998601436615,0.0,0.6401305198669434,0.5347738415002823,0.34232505717081807,1.194777479382793,0.19450110577181826,0.14328255063339396,20,56.76576102931953,0
-0.2556411027908325,0.0,0.33907806873321533,0.724880188703537,0.24579097444856401,0.4671267710706197,0.12930603099966734,0.26989893712403373,5,19.54721041576637,0
-0.2556411027908325,0.0,0.33907806873321533,0.724880188703537,0.24579097444856401,0.4671267710706197,0.12930603099966734,0.26989893712403373,5,19.54721041576637,0
0.4534071385860443,0.0,0.5390033721923828,0.6542909741401672,0.3526650414565893,0.8225405101903472,0.16391117310422043,0.19061335301205523,19,52.38994065623026,0
0.4534071385860443,0.0,0.5390033721923828,0.6542909741401672,0.3526650414565893,0.8225405101903472,0.16391117310422043,0.19061335301205523,19,52.38994065623026,0
0.2141670137643814,0.0,0.5686764717102051,0.5388035923242569,0.30640492582774215,1.053487749612093,0.15611869654160473,0.12798727938158863,28,88.49419751209506,0
0.2141670137643814,0.0,0.5686764717102051,0.5388035923242569,0.30640492582774215,1.053487749612093,0.15611869654160473,0.12798727938158863,28,88.49419751209506,0
0.12985490262508392,0.0,0.3731846213340759,0.5687185749411583,0.21223702603507144,0.655033270369707,0.1065881539205075,0.15387902126667394,14,62.9958033986229,0
0.12985490262508392,0.0,0.3731846213340759,0.5687185749411583,0.21223702603507144,0.655033270369707,0.1065881539205075,0.15387902126667394,14,62.9958033986229,0
0.22707048058509827,0.0,2.6063814759254456,0.5741268843412399,1.4963936761777985,4.531837316057376,0.6647516509151614,0.16256801683818192,56,37.174877248615296,0
0.22707048058509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.22707048058509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.22707048058509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.22707048058509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.22707048058509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.22707048058509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.22707048058509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.22707048058509827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2948759198188782,0.0,1.7697989344596863,0.6263280510902405,1.1084747174417195,2.8211697713563626,0.49091334972864215,0.16745917486958795,46,41.12743836107044,0
0.2948759198188782,0.0,1.7697989344596863,0.6263280510902405,1.1084747174417195,2.8211697713563626,0.49091334972864215,0.16745917486958795,46,41.12743836107044,0
-0.05605596303939819,0.0,0.5785894989967346,0.14379748702049255,0.08319971597217624,3.995853180206431,0.2212702533706414,0.04585681131426907,11,118.0261107585771,0
-0.05605596303939819,0.0,0.5785894989967346,0.14379748702049255,0.08319971597217624,3.995853180206431,0.2212702533706414,0.04585681131426907,11,118.0261107585771,0
0.054304707795381546,0.0,0.30064910650253296,0.2561664283275604,0.07701620779262619,1.1690838048253616,0.08060689435791026,0.06982115894922208,12,137.90534320454364,0
0.054304707795381546,0.0,0.30064910650253296,0.2561664283275604,0.07701620779262619,1.1690838048253616,0.08060689435791026,0.06982115894922208,12,137.90534320454364,0
0.3192262649536133,0.0,0.488970011472702,0.4615001827478409,0.22565974965286584,1.0572320394936854,0.10477535258684176,0.10833333085173946,22,93.3549324074505,0
0.1508295089006424,0.0,0.18342673778533936,0.3357241302728653,0.06158078201177197,0.5447389162062696,0.06962646734781587,0.13437119123936983,7,97.79161114569551,0
0.1508295089006424,0.0,0.18342673778533936,0.3357241302728653,0.06158078201177197,0.5447389162062696,0.06962646734781587,0.13437119123936983,7,97.79161114569551,0
