target_z,target_speed,cloud_y_spread,cloud_count,label
0.47499340772628784,0,0.22755439607547784,22,2
0.47499340772628784,0,0.22755439607547784,22,2
0.47499340772628784,0,0.22755439607547784,22,2
0.5348445773124695,1,0.20677264621777217,58,2
0.5348445773124695,1,0,0,2
0.5348445773124695,1,0,0,2
0.38978850841522217,0,0.16664827374361768,20,2
0.3357231020927429,0,0.19429825739379178,13,2
0.1769949346780777,0,0.12418977545008272,6,2
0.1769949346780777,0,0.12418977545008272,6,2
0.1769949346780777,0,0.12418977545008272,6,2
0.1769949346780777,0,0.12418977545008272,6,2
0.1769949346780777,0,0.12418977545008272,6,2
0.4600217938423157,0,0.21171851111239917,59,2
0.08012973517179489,0,0,0,1
0.08012973517179489,0,0,0,1
0.08012973517179489,0,0,0,1
0.08012973517179489,0,0,0,1
0.08012973517179489,0,0.2313082823698516,29,1
0.08012973517179489,0,0.2313082823698516,29,1
0.45681101083755493,0,0.18066478963394375,13,1
0.47315388917922974,0,0.08107038288192818,10,1
0.47315388917922974,0,0.08107038288192818,10,1
0.49907705187797546,0,0.09420255363705071,15,1
0.49907705187797546,0,0.09420255363705071,15,1
0.28916823863983154,0,0.15827910239742116,13,1
0.28916823863983154,0,0.15827910239742116,13,1
0.28916823863983154,0,0.15827910239742116,13,1
0.28916823863983154,0,0.15827910239742116,13,1
0.28916823863983154,0,0.15827910239742116,13,1
0.30703026056289673,0,0.24568088739404545,49,1
0.30703026056289673,0,0,0,1
0.4483693838119507,0,0.05409810629878305,8,1
0.4483693838119507,0,0.05409810629878305,8,1
0.31714296340942383,0,0,0,1
0.31714296340942383,0,0,0,1
0.385591983795166,0,0.09553615271865885,7,1
0.385591983795166,0,0.09553615271865885,7,1
0.385591983795166,0,0.09553615271865885,7,1
0.385591983795166,0,0.09553615271865885,7,1
0.385591983795166,0,0.09553615271865885,7,1
0.385591983795166,0,0.2808288411141067,58,1
0.385591983795166,0,0.2808288411141067,58,1
0.31534498929977417,0,0.10854068838458295,12,1
0.31534498929977417,0,0.10854068838458295,12,1
0.48954761028289795,0,0.10127716583235233,18,1
0.48954761028289795,0,0,0,1
0.48954761028289795,0,0,0,1
0.48954761028289795,0,0,0,1
0.416787713766098,0,0.12232275689498763,15,1
0.416787713766098,0,0.12232275689498763,15,1
0.416787713766098,0,0.12232275689498763,15,1
0.416787713766098,0,0.12232275689498763,15,1
0.416787713766098,0,0.12232275689498763,15,1
-0.034374978,0,0,0,1
-0.108387031,0,0,1,1
-0.108387031,0,0,1,1
-0.108387031,0,0,1,1
-0.108387031,0,0,1,1
-0.108387031,0,0,1,1
-0.108387031,0,0,1,1
-0.036067404,0,0.2436538918217606,42,1
-0.036067404,0,0.2436538918217606,42,1
0.2488439679145813,0,0.303334730653488,17,1
0.2488439679145813,0,0.303334730653488,17,1
0.39074015617370605,0,0.2440653229716141,24,1
0.39074015617370605,0,0.2440653229716141,24,1
0.3796599209308624,0,0.26053018529739713,14,1
0.3796599209308624,0,0.26053018529739713,14,1
0.2666231691837311,0,0.2630550370012042,19,1
0.2666231691837311,0,0.2630550370012042,19,1
0.2666231691837311,0,0.2630550370012042,19,1
0.2666231691837311,0,0.2630550370012042,19,1
0.2666231691837311,0,0.2630550370012042,19,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0.25984049334286713,26,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0,0,1
-0.067462735,-3,0.19595219180452636,11,1
0.4982490539550781,-1,0.19595219180452636,11,1
0.4982490539550781,-1,0.19595219180452636,11,1
0.4982490539550781,-1,0.19595219180452636,11,1
0.4982490539550781,-1,0.19595219180452636,11,1
0.06714456528425217,1,0.3587490691337025,37,1
0.03765569254755974,1,0.08248072675999334,5,1
0.03765569254755974,1,0,0,1
0.8167979717254639,0,0,0,1
0.8167979717254639,0,0,0,1
0.8167979717254639,0,0.33308409085973933,15,1
0.8167979717254639,0,0,0,1
0.8167979717254639,0,0,0,1
0.8167979717254639,0,0,0,1
0.8167979717254639,0,0,0,1
0.8167979717254639,0,0,0,1
0.8167979717254639,0,0,0,1
0.8167979717254639,0,0,0,1
0.11804473400115967,2,0.28379334097427134,28,1
0.11804473400115967,2,0.28379334097427134,28,1
-0.190985799,3,0.14230732236653607,6,1
-0.190985799,3,0.14230732236653607,6,1
-0.190985799,3,0,0,1
-0.190985799,3,0,0,1
-0.054159567,1,0.08585980623661534,11,1
-0.054159567,1,0.08585980623661534,11,1
0.014129426330327988,1,0.20341007188302507,5,1
0.014129426330327988,1,0.20341007188302507,5,1
0.20278869569301605,0,0.13059816514657188,20,1
0.09852202236652374,0,0.21388029563356656,43,1
0.09852202236652374,0,0.21388029563356656,43,1
0.22750598192214966,0,0.14746780220732164,21,1
0.22750598192214966,0,0.14746780220732164,21,1
0.22750598192214966,0,0.14746780220732164,21,1
0.14483293890953064,0,0.1959547235740081,21,1
0.14483293890953064,0,0.1959547235740081,21,1
0.10480111837387085,0,0.23103958011987646,15,1
0.10480111837387085,0,0.23103958011987646,15,1
0.10480111837387085,0,0.23103958011987646,15,1
0.10480111837387085,0,0.23103958011987646,15,1
0.006415682379156351,2,0.12376717079488964,16,1
0.006415682379156351,2,0.12376717079488964,16,1
0.006415682379156351,2,0.12376717079488964,16,1
0.006415682379156351,2,0.12376717079488964,16,1
0.006415682379156351,2,0.12376717079488964,16,1
0.006415682379156351,2,0.12376717079488964,16,1
0.1579313427209854,3,0.2054699595201893,55,1
0.1579313427209854,3,0.2054699595201893,55,1
0.2539977729320526,0,0.18999111183872877,16,1
0.2539977729320526,0,0.18999111183872877,16,1
0.2539977729320526,0,0.18999111183872877,16,1
0.2539977729320526,0,0.18999111183872877,16,1
0.2539977729320526,0,0.18999111183872877,16,1
0.2539977729320526,0,0.279157712504704,50,1
0.08682703226804733,0,0.279157712504704,50,1
0.08682703226804733,0,0.279157712504704,50,1
0.08682703226804733,0,0.279157712504704,50,1
-0.010223689,2,0.20609311848283862,28,1
-0.010223689,2,0.20609311848283862,28,1
0.09024681150913239,1,0.11862186831263122,13,1
0.09024681150913239,1,0.11862186831263122,13,1
0.09024681150913239,1,0.11862186831263122,13,1
0.05909387767314911,2,0.23929290611007376,12,1
0.05909387767314911,2,0.23929290611007376,12,1
-0.009674813,2,0.1733187777096875,11,1
-0.009674813,2,0.1733187777096875,11,1
-0.009674813,2,0.1733187777096875,11,1
-0.009674813,2,0.1733187777096875,11,1
0.0016947686672210693,-1,0.18799631255464078,5,1
0.0016947686672210693,-1,0.18799631255464078,5,1
0.0016947686672210693,-1,0.09780171750365366,11,1
0.0016947686672210693,-1,0.07513159122052113,10,1
0.4232587218284607,-4,0.07513159122052113,10,1
0.4232587218284607,-4,0.07513159122052113,10,1
0.3793131709098816,-2,0.14445130022069844,14,1
0.3793131709098816,-2,0.14445130022069844,14,1
0.3793131709098816,-2,0.14445130022069844,14,1
0.2845173478126526,0,0.13925450233300918,32,1
0.2845173478126526,0,0.13925450233300918,32,1
0.06289349496364594,-1,0.18218886408527163,15,1
0.06289349496364594,-1,0.18218886408527163,15,1
0.06289349496364594,-1,0.18218886408527163,15,1
0.06289349496364594,-1,0.18218886408527163,15,1
0.06289349496364594,-1,0.18218886408527163,15,1
0.152368426322937,2,0.20766614336303504,28,1
0.152368426322937,2,0.20766614336303504,28,1
-0.599393129,1,0,0,1
-0.599393129,1,0,0,1
-0.073376723,0,0.0056301607999147745,5,1
-0.073376723,0,0.0056301607999147745,5,1
-0.073376723,0,0.0056301607999147745,5,1
-0.073376723,0,0.0056301607999147745,5,1
-0.073376723,0,0.0056301607999147745,5,1
0.16501474380493164,0,0.23095186768770654,41,1
0.16501474380493164,0,0.23095186768770654,41,1
0.23324918746948242,0,0.4107846066696747,8,1
0.23324918746948242,0,0.4107846066696747,8,1
0.04216790571808815,-1,0.09325078408479803,7,1
0.04216790571808815,-1,0.09325078408479803,7,1
0.04216790571808815,-1,0.09325078408479803,7,1
0.35318878293037415,0,0.1785991097673576,20,1
0.35318878293037415,0,0.1785991097673576,20,1
0.35318878293037415,0,0.1785991097673576,20,1
0.2281750589609146,-2,0.1835051976162383,33,1
0.2281750589609146,-2,0.1835051976162383,33,1
0.2281750589609146,-2,0.1835051976162383,33,1
0.2281750589609146,-2,0.1835051976162383,33,1
0.2281750589609146,-2,0.1835051976162383,33,1
0.3307151198387146,0,0.11247383094099735,28,2
0.22903355956077576,0,0.25075478690707376,71,2
0.22903355956077576,0,0.25075478690707376,71,2
0.17188426852226257,0,0.1911656200651955,14,2
0.17188426852226257,0,0.1911656200651955,14,2
0.03167279064655304,0,0.0843522878710526,8,2
0.03167279064655304,0,0.0843522878710526,8,2
0.03167279064655304,0,0.0843522878710526,8,2
-0.255752861,-3,0.08603764702999521,10,2
-0.255752861,-3,0.08603764702999521,10,2
-0.255752861,-3,0.08603764702999521,10,2
0.1459030956029892,0,0.16253869153097375,13,2
0.1459030956029892,0,0.16253869153097375,13,2
0.1459030956029892,0,0.16253869153097375,13,2
0.1459030956029892,0,0.16253869153097375,13,2
0.1459030956029892,0,0.16253869153097375,13,2
-0.034160711,0,0.292730543900743,53,2
-0.034160711,0,0.292730543900743,53,2
-0.034160711,0,0.292730543900743,53,2
0.21756650507450104,0,0.15922048837262814,26,2
0.014773532748222351,0,0.2418707799776501,36,2
0.014773532748222351,0,0.0720136800866341,10,2
0.04789162054657936,0,0.0720136800866341,10,2
-0.124183178,0,0,1,2
-0.124183178,0,0,1,2
0.060191210359334946,0,0.19780809063179466,4,2
0.060191210359334946,0,0.13488195245619417,4,2
0.0836184024810791,0,0.13488195245619417,4,2
0.0836184024810791,0,0.13488195245619417,4,2
0.0836184024810791,0,0.13488195245619417,4,2
0.0836184024810791,0,0.13488195245619417,4,2
0.0836184024810791,0,0.13488195245619417,4,2
-0.093544312,0,0,0,2
-0.093544312,0,0,0,2
-0.093544312,0,0,0,2
-0.093544312,0,0,0,2
-0.093544312,0,0,0,2
-0.093544312,0,0,0,2
-0.093544312,0,0,0,2
-0.093544312,0,0,0,2
0.2309258133172989,1,0.26635260437277325,20,2
0.2309258133172989,1,0.26635260437277325,20,2
-0.054518972,0,0.27405011513610406,38,2
-0.054518972,0,0.27405011513610406,38,2
0.025704601779580116,0,0.11526533548106468,13,2
0.025704601779580116,0,0.11526533548106468,13,2
0.025704601779580116,0,0.11526533548106468,13,2
0.16193066537380219,0,0.138475008465481,32,2
0.16193066537380219,0,0.138475008465481,32,2
-0.082498148,0,0.22905902401044495,4,2
-0.082498148,0,0.22905902401044495,4,2
-0.082038082,-1,0,1,2
-0.082038082,-1,0,1,2
-0.082038082,-1,0,1,2
-0.082038082,-1,0,1,2
-0.082038082,-1,0,1,2
-0.082038082,-1,0,1,2
-0.082038082,-1,0.1936649896031788,41,2
-0.064709999,0,0.1936649896031788,41,2
-0.064709999,0,0.1936649896031788,41,2
0.24432818591594696,0,0.29695433042892483,49,2
0.41127634048461914,0,0.2383222706989765,15,2
0.4321514368057251,0,0.24356226408351486,12,2
0.4321514368057251,0,0.24356226408351486,12,2
0.6214706301689148,0,0.11198538290691437,13,2
0.4666036367416382,0,0.17378209353391913,16,2
0.4666036367416382,0,0.17378209353391913,16,2
0.4666036367416382,0,0.17378209353391913,16,2
0.4666036367416382,0,0.17378209353391913,16,2
0.6045030355453491,0,0.2073601316762234,50,2
0.6045030355453491,0,0,0,2
0.6045030355453491,0,0,0,2
0.6045030355453491,0,0,0,2
0.6045030355453491,0,0,0,2
0.6045030355453491,0,0,0,2
0.6045030355453491,0,0,0,2
0.6045030355453491,0,0,0,2
0.6045030355453491,0,0.21414827958016489,41,2
0.6045030355453491,0,0,0,2
0.6045030355453491,0,0,0,2
0.297122061252594,0,0.24259430428387424,29,2
0.297122061252594,0,0.19517191321700644,16,2
0.297122061252594,0,0.19517191321700644,16,2
0.297122061252594,0,0.19517191321700644,16,2
0.1954442411661148,0,0.20877005365879556,22,2
0.1954442411661148,0,0.20877005365879556,22,2
0.1954442411661148,0,0.20877005365879556,22,2
0.1954442411661148,0,0.20877005365879556,22,2
0.1954442411661148,0,0.20877005365879556,22,2
0.1954442411661148,0,0.20877005365879556,22,2
0.32899579405784607,0,0.21371256524332224,55,2
0.32899579405784607,0,0.21371256524332224,55,2
0.32899579405784607,0,0.2273124624025901,28,2
0.32899579405784607,0,0.2273124624025901,28,2
0.32899579405784607,0,0.10789974487100991,17,2
0.32899579405784607,0,0.10789974487100991,17,2
0.32899579405784607,0,0.2896489869718359,19,2
0.32899579405784607,0,0.2896489869718359,19,2
0.32899579405784607,0,0.18813838671384958,18,2
0.32899579405784607,0,0.18813838671384958,18,2
0.2277938574552536,0,0.3479905109423556,25,2
0.2277938574552536,0,0.3479905109423556,25,2
0.2277938574552536,0,0.3479905109423556,25,2
0.2277938574552536,0,0.3479905109423556,25,2
-0.222665191,0,0.20167139682467008,48,2
-0.222665191,0,0.20167139682467008,48,2
-0.222665191,0,0.2997300755333088,12,2
-0.222665191,0,0.2997300755333088,12,2
-0.222665191,0,0.2997300755333088,12,2
-0.222665191,0,0.28251771102904394,18,2
-0.222665191,0,0.28251771102904394,18,2
-0.222665191,0,0.1347007211939535,13,2
-0.222665191,0,0.1347007211939535,13,2
-0.222665191,0,0.11748129740607167,4,2
-0.222665191,0,0.11748129740607167,4,2
-0.222665191,0,0.11748129740607167,4,2
-0.222665191,0,0.11748129740607167,4,2
-0.222665191,0,0.11748129740607167,4,2
-0.222665191,0,0.11748129740607167,4,2
-0.222665191,0,0.3030312442409573,52,2
-0.070695423,0,0.302840650002845,9,2
-0.070695423,0,0.302840650002845,9,2
-0.070695423,0,0.302840650002845,9,2
-0.070695423,0,0.2280003809419069,53,2
0.10656429082155228,0,0.2280003809419069,53,2
0.10656429082155228,0,0.2280003809419069,53,2
0.2534824311733246,0,0.20952016026561596,15,2
0.2534824311733246,0,0.20952016026561596,15,2
-0.089925155,-1,0.28315878485705087,8,2
-0.089925155,-1,0.28315878485705087,8,2
-0.089925155,-1,0.11865281707305962,9,2
-0.015218868,0,0.11865281707305962,9,2
-0.015218868,0,0.11865281707305962,9,2
0.20877481997013092,0,0.18932109118890025,18,2
0.20877481997013092,0,0.18932109118890025,18,2
0.20877481997013092,0,0.18932109118890025,18,2
0.20877481997013092,0,0.18932109118890025,18,2
0.20877481997013092,0,0.18932109118890025,18,2
0.20877481997013092,0,0.18932109118890025,18,2
0.1407085806131363,0,0.24844815622419894,54,2
0.5104564428329468,0,0,0,2
0.5104564428329468,0,0,0,2
0.5104564428329468,0,0,0,2
0.5104564428329468,0,0.20930466867576852,43,2
0.5104564428329468,0,0,0,2
0.5104564428329468,0,0,0,2
-0.38529259,0,0,1,2
-0.38529259,0,0.24062512986987764,13,2
0.5872911214828491,0,0.24062512986987764,13,2
0.17562535405158997,0,0.20415164265972272,5,2
0.17562535405158997,0,0.20415164265972272,5,2
0.17562535405158997,0,0.20415164265972272,5,2
0.17562535405158997,0,0.20415164265972272,5,2
0.17562535405158997,0,0.20415164265972272,5,2
0.11617688834667206,0,0.16837928944061914,48,2
0.11617688834667206,0,0.16837928944061914,48,2
-0.045551538,1,0.10203454347572155,10,2
-0.045551538,1,0.10203454347572155,10,2
-0.045551538,1,0.10203454347572155,10,2
0.1702800989151001,0,0.22239055895450904,19,2
0.2005840390920639,2,0.2008929161764452,20,1
0.2005840390920639,2,0.35948062115143287,20,1
0.0496765561401844,3,0.35948062115143287,20,1
0.0496765561401844,3,0.35948062115143287,20,1
0.0496765561401844,3,0.35948062115143287,20,1
0.0496765561401844,3,0.35948062115143287,20,1
0.0496765561401844,3,0.35948062115143287,20,1
0.0496765561401844,3,0.35948062115143287,20,1
0.0496765561401844,3,0.21366589042790446,42,1
0.0496765561401844,3,0.21366589042790446,42,1
0.24163201451301575,-1,0.1805894904868185,13,1
0.24163201451301575,-1,0.1805894904868185,13,1
-0.09114565,0,0.25163289300326636,4,1
-0.09114565,0,0.25163289300326636,4,1
-0.09114565,0,0.25163289300326636,4,1
0.07029873877763748,0,0.05824540935009081,15,1
0.07029873877763748,0,0.05824540935009081,15,1
0.12784992158412933,0,0.2855066365329841,20,1
0.12784992158412933,0,0.2855066365329841,20,1
0.12784992158412933,0,0.2855066365329841,20,1
0.15721911191940308,0,0.11537191546262247,8,1
0.15721911191940308,0,0,0,1
0.15721911191940308,0,0,0,1
0.3207607567310333,0,0.23535651014099818,19,1
0.3207607567310333,0,0.23535651014099818,19,1
0.3207607567310333,0,0.15609633594443267,4,1
0.3207607567310333,0,0.15609633594443267,4,1
0.3207607567310333,0,0.15609633594443267,4,1
0.3207607567310333,0,0.15609633594443267,4,1
0.3207607567310333,0,0.15609633594443267,4,1
0.3207607567310333,0,0.15609633594443267,4,1
0.3726973831653595,0,0.2181969754612549,76,1
0.3726973831653595,0,0.2181969754612549,76,1
0.3726973831653595,0,0.2181969754612549,76,1
0.34818512201309204,1,0.18664244992796905,33,1
0.34818512201309204,1,0.18664244992796905,33,1
0.34818512201309204,1,0.18664244992796905,33,1
0.06541856378316879,1,0.24688006527562092,11,1
0.06541856378316879,1,0.24688006527562092,11,1
0.06541856378316879,1,0.24688006527562092,11,1
-0.025688339,0,0.2491751612726845,57,2
-0.025688339,0,0.2491751612726845,57,2
0.05060114711523056,0,0.10437405593250702,15,2
0.05060114711523056,0,0.10437405593250702,15,2
0.05060114711523056,0,0.28944200274906656,15,2
0.43365806341171265,0,0.28944200274906656,15,2
0.43365806341171265,0,0.28944200274906656,15,2
0.3651902675628662,0,0.33984386498332053,26,2
0.3651902675628662,0,0.33984386498332053,26,2
0.3651902675628662,0,0.33984386498332053,26,2
0.18109512329101562,0,0.22771179716350584,23,2
0.18109512329101562,0,0.22771179716350584,23,2
0.18109512329101562,0,0.22771179716350584,23,2
0.18109512329101562,0,0.22771179716350584,23,2
0.18109512329101562,0,0.22771179716350584,23,2
0.18109512329101562,0,0.22771179716350584,23,2
0.18109512329101562,0,0.2510649972400776,59,2
0.06481137871742249,-1,0.2510649972400776,59,2
0.06481137871742249,-1,0.2510649972400776,59,2
-0.040764231,0,0.24331116173652392,16,2
0.41392871737480164,0,0.27290181800389424,56,2
0.41392871737480164,0,0,0,2
0.41392871737480164,0,0,0,2
0.41392871737480164,0,0,0,2
0.3545351028442383,0,0.08603047907205569,10,2
0.3545351028442383,0,0.08603047907205569,10,2
0.3545351028442383,0,0.08603047907205569,10,2
0.3545351028442383,0,0.08603047907205569,10,2
0.3545351028442383,0,0.08603047907205569,10,2
0.3545351028442383,0,0.23659536118264243,52,2
0.3545351028442383,0,0,0,2
0.3545351028442383,0,0,0,2
0.3545351028442383,0,0,0,2
0.3545351028442383,0,0,0,2
0.3545351028442383,0,0,0,2
0.3545351028442383,0,0,0,2
0.3545351028442383,0,0,0,2
0.3545351028442383,0,0,0,2
0.5324620008468628,0,0.30404561178754275,70,2
0.5324620008468628,0,0,0,2
0.06658429652452469,0,0.1521296612600045,34,2
0.06658429652452469,0,0.1521296612600045,34,2
0.06658429652452469,0,0.1521296612600045,34,2
0.0023432509042322636,0,0.05355542565385315,8,2
0.0023432509042322636,0,0.05355542565385315,8,2
0.16524825990200043,0,0.056544522187451936,16,2
0.16524825990200043,0,0.056544522187451936,16,2
0.2378595471382141,0,0.1928503191813799,15,2
0.2378595471382141,0,0.1928503191813799,15,2
0.2378595471382141,0,0.21094962787655028,29,2
0.3208901882171631,0,0.21094962787655028,29,2
0.3208901882171631,0,0.21094962787655028,29,2
0.3208901882171631,0,0.21094962787655028,29,2
0.3208901882171631,0,0.21094962787655028,29,2
0.3208901882171631,0,0.21094962787655028,29,2
0.298104465007782,0,0.24457122974522183,47,2
0.298104465007782,0,0.24457122974522183,47,2
0.298104465007782,0,0.1266021779633416,27,2
0.298104465007782,0,0.1266021779633416,27,2
0.16943348944187164,0,0.27040235013939734,12,2
0.2244861125946045,0,0.18287541520436676,31,2
0.11042974144220352,0,0.08618716633679621,10,2
0.12308298796415329,0,0.04111809167009427,6,2
0.12308298796415329,0,0.04111809167009427,6,2
0.12308298796415329,0,0.04111809167009427,6,2
0.12308298796415329,0,0.04111809167009427,6,2
0.12308298796415329,0,0.04111809167009427,6,2
0.12308298796415329,0,0.14066688942757052,25,2
0.160007506608963,0,0.07818949379909274,10,2
0.160007506608963,0,0,0,2
0.160007506608963,0,0,0,2
0.160007506608963,0,0,0,2
0.160007506608963,0,0,0,2
0.160007506608963,0,0,0,2
0.160007506608963,0,0,0,2
0.160007506608963,0,0,0,2
0.160007506608963,0,0,0,2
0.27006959915161133,0,0.1995115638761135,55,2
0.40084657073020935,0,0.24082462342654426,17,2
0.40084657073020935,0,0.24082462342654426,17,2
0.14572986960411072,0,0.2545354616217434,26,1
0.14572986960411072,0,0.21002228466469955,12,1
0.4771832227706909,0,0.21002228466469955,12,1
0.10335415601730347,0,0.1578507698325706,12,1
0.10335415601730347,0,0.1578507698325706,12,1
0.10335415601730347,0,0.1578507698325706,12,1
0.10335415601730347,0,0.1578507698325706,12,1
0.10335415601730347,0,0.1578507698325706,12,1
0.10335415601730347,0,0.1578507698325706,12,1
0.10335415601730347,0,0.1578507698325706,12,1
0.306024968624115,0,0.19799752935028797,79,1
0.3988972306251526,0,0.09651948936912005,17,1
0.3988972306251526,0,0.09651948936912005,17,1
0.3525812029838562,0,0.09136016968386645,7,1
0.4060317277908325,0,0.20469743096898008,16,1
0.4060317277908325,0,0.20469743096898008,16,1
0.015982922166585922,0,0.10165282954371302,8,1
0.015982922166585922,0,0.10165282954371302,8,1
0.015982922166585922,0,0.10165282954371302,8,1
0.015982922166585922,0,0.10165282954371302,8,1
0.07695240527391434,0,0.1631334182292968,13,1
0.07695240527391434,0,0.1631334182292968,13,1
0.07695240527391434,0,0.20203886047813724,10,1
0.07695240527391434,0,0.20203886047813724,10,1
0.2236918807029724,0,0.18548105055425915,14,1
0.2236918807029724,0,0.18548105055425915,14,1
0.2736642062664032,0,0.19088144998046588,39,1
0.2736642062664032,0,0.19088144998046588,39,1
-0.013141985,0,0.184441059340943,11,1
-0.013141985,0,0.184441059340943,11,1
-0.013141985,0,0.184441059340943,11,1
-0.013141985,0,0.184441059340943,11,1
-0.013141985,0,0.184441059340943,11,1
-0.013141985,0,0.184441059340943,11,1
0.31454136967658997,0,0.24261800804091402,61,1
0.31454136967658997,0,0.24261800804091402,61,1
0.15309429168701172,0,0.06760058083526978,9,1
-0.042096291,0,0.17384426929696603,12,1
-0.042096291,0,0.17384426929696603,12,1
0.4524613320827484,0,0.3072465805587816,10,1
-0.098761067,-4,0.18848913769564934,33,1
-0.098761067,-4,0.18848913769564934,33,1
-0.095109604,-1,0.21106151319488678,27,1
-0.095109604,-1,0.21106151319488678,27,1
0.14377926290035248,-3,0.17625782204283513,27,1
0.14377926290035248,-3,0.17625782204283513,27,1
0.14377926290035248,-3,0.17419097613501372,3,1
-0.177070886,-2,0.17419097613501372,3,1
-0.177070886,-2,0.17419097613501372,3,1
-0.177070886,-2,0.17419097613501372,3,1
-0.177070886,-2,0.17419097613501372,3,1
-0.177070886,-2,0.17419097613501372,3,1
-0.023589399,-5,0.3218930422025751,46,1
-0.023589399,-5,0,0,1
-0.023589399,-5,0,0,1
-0.023589399,-5,0,0,1
-0.023589399,-5,0.2667355561729071,8,1
-0.023589399,-5,0.3183861544381615,12,1
-0.023589399,-5,0.3183861544381615,12,1
-0.023589399,-5,0.3183861544381615,12,1
-0.106373616,4,0.1950328711840243,3,1
-0.106373616,4,0.1950328711840243,3,1
-0.106373616,4,0.1950328711840243,3,1
-0.016641069,2,0.13584770589764933,10,1
-0.016641069,2,0.13584770589764933,10,1
-0.016641069,2,0.13584770589764933,10,1
-0.016641069,2,0.13584770589764933,10,1
-0.016641069,2,0.13584770589764933,10,1
0.007162916008383036,0,0.20389004341377936,37,1
0.007162916008383036,0,0.20389004341377936,37,1
0.2888713479042053,0,0.24153679054236638,16,1
0.2888713479042053,0,0.24153679054236638,16,1
0.10280852019786835,0,0.1770415018019978,12,1
0.10280852019786835,0,0.1770415018019978,12,1
0.2737630605697632,0,0.21596431127775526,16,1
0.2737630605697632,0,0.21596431127775526,16,1
0.456947922706604,0,0.11754742287366664,19,1
0.456947922706604,0,0.11754742287366664,19,1
0.456947922706604,0,0.11754742287366664,19,1
0.456947922706604,0,0.11754742287366664,19,1
0.18369485437870026,0,0.15894865627126156,10,1
0.09172007441520691,0,0.15894865627126156,10,1
0.09172007441520691,0,0.15894865627126156,10,1
0.09172007441520691,0,0.15894865627126156,10,1
0.09172007441520691,0,0.23723371152355807,32,1
0.2484511435031891,0,0.23723371152355807,32,1
0.23980644345283508,0,0.1351573620398693,16,1
0.23980644345283508,0,0.1351573620398693,16,1
0.3881620466709137,0,0.15756609271540964,15,1
0.3881620466709137,0,0.15756609271540964,15,1
